date,spy_tlt_corr,tlt_vol
2016-07-31,,
2016-08-31,,
2016-09-30,,
2016-10-31,0.17222239335650333,0.11965019178666846
2016-11-30,0.26690822367573397,0.10453884204127248
2016-12-31,-0.01967177656887276,0.13710418563977889
2017-01-31,-0.18818461017818214,0.1360075340681108
2017-02-28,-0.2378647451704051,0.14633583179716253
2017-03-31,-0.17610744696976752,0.11137775889316469
2017-04-30,-0.4065277822706059,0.11191517234095552
2017-05-31,-0.43454658949377084,0.10281000943122486
2017-06-30,-0.452381158679376,0.09120251716887365
2017-07-31,-0.33971218458358554,0.09096539097304315
2017-08-31,-0.13521655927964135,0.08749866464614889
2017-09-30,-0.15380700782182635,0.08491161856639004
2017-10-31,-0.47405084027201966,0.09358379200613073
2017-11-30,-0.49526082690075923,0.08820963544333542
2017-12-31,-0.3484231149391267,0.0896488829152371
2018-01-31,-0.20960176387371704,0.09674967835409289
2018-02-28,-0.10325407064884583,0.1014217968560771
2018-03-31,-0.041688082365042796,0.10778138358030943
2018-04-30,-0.1806778276639065,0.0990188890116943
2018-05-31,-0.2586943654323767,0.09625338906028327
2018-06-30,-0.3198876100812685,0.09885159257200397
2018-07-31,-0.27011194785371584,0.09769877499854823
2018-08-31,-0.32937855686208645,0.0967736618207735
2018-09-30,-0.2550207014466725,0.0753034880227105
2018-10-31,-0.12288471917916989,0.0773488254095656
2018-11-30,-0.28440865139456495,0.08730149362541807
2018-12-31,-0.262653525825401,0.08720775519937932
2019-01-31,-0.43959697846185636,0.08803325629401594
2019-02-28,-0.5546904057518771,0.08736764444903461
2019-03-31,-0.5301022013482293,0.09241025064742713
2019-04-30,-0.5324982201505982,0.09098145973676669
2019-05-31,-0.4265235904996413,0.09149736251178034
2019-06-30,-0.5465682979273994,0.09026799734837275
2019-07-31,-0.41677120186302774,0.08568627498790914
2019-08-31,-0.3859834172443171,0.09514771459747969
2019-09-30,-0.5477286614483393,0.13044107071260774
2019-10-31,-0.5811901343072273,0.1554374743557969
